accX,accY,accZ
50,129,-61
63,93,-67
77,62,-73
69,72,-71
72,74,-70
79,69,-75
72,62,-78
74,68,-76
83,40,-83
85,34,-83
95,30,-82
96,35,-74
88,51,-59
78,72,-51
67,52,-46
78,-10,-66
98,-66,-73
104,-85,-76
107,-58,-62
91,-24,-47
77,-37,-50
91,-139,-63
105,-202,-78
112,-181,-62
99,-141,-54
89,-161,-51
93,-227,-67
101,-296,-67
113,-287,-61
119,-252,-49
101,-231,-42
100,-278,-48
119,-369,-55
130,-388,-44
117,-350,-23
106,-328,-22
107,-350,-22
111,-390,-28
122,-450,-31
132,-451,-18
122,-415,2
113,-391,8
108,-393,14
118,-437,7
134,-499,2
141,-524,7
140,-534,10
137,-541,10
133,-538,14
131,-519,21
130,-533,16
130,-529,16
126,-524,19
129,-514,21
124,-517,21
123,-517,24
123,-516,25
119,-498,29
124,-490,31
124,-490,29
120,-480,34
120,-501,30
125,-484,33
122,-490,28
123,-504,22
123,-514,16
129,-524,15
132,-539,4
135,-540,4
142,-525,2
137,-500,0
128,-452,2
118,-423,-3
107,-376,-6
109,-380,3
104,-416,0
113,-457,-16
134,-481,-27
140,-464,-34
131,-443,-37
123,-416,-35
117,-386,-38
113,-366,-34
107,-336,-29
111,-336,-30
105,-314,-29
105,-314,-24
109,-313,-25
111,-319,-26
119,-326,-25
122,-343,-34
128,-364,-44
129,-386,-53
125,-381,-57
117,-346,-57
111,-316,-61
106,-288,-52
102,-270,-57
96,-255,-53
97,-241,-50
95,-233,-47
100,-232,-49
101,-225,-47
103,-224,-47
106,-221,-46
105,-233,-44
108,-246,-52
111,-258,-49
115,-260,-56
115,-269,-58
115,-277,-59
120,-290,-67
122,-276,-68
115,-294,-72
115,-297,-70
114,-291,-68
114,-310,-70
108,-309,-70
110,-298,-68
115,-298,-66
104,-292,-63
99,-281,-59
107,-259,-47
99,-270,-47
95,-236,-41
99,-222,-40
91,-215,-39
95,-218,-47
91,-216,-45
95,-228,-40
98,-227,-42
97,-239,-41
101,-257,-45
96,-257,-46
103,-293,-61
120,-306,-67
127,-294,-68
113,-255,-70
90,-179,-66
84,-117,-55
86,-108,-49
91,-171,-56
115,-205,-79
114,-141,-73
87,-51,-59
71,7,-48
77,-47,-55
111,-92,-73
87,17,-60
59,108,-47
62,33,-64
102,16,-71
52,154,-55
34,173,-40
56,143,-59
73,148,-71
37,254,-48
34,250,-40
71,194,-70
22,243,-58
36,243,-50
52,179,-66
-14,221,-53
21,212,-26
19,214,-22
-28,263,16
24,233,27
-49,306,66
14,272,93
-29,322,109
-14,313,170
4,326,174
-13,354,236
43,316,244
-18,358,311
74,277,312
-31,366,355
74,261,361
-53,352,404
53,226,418
-84,317,437
20,201,471
-108,265,466
-82,197,526
-77,142,488
-176,190,557
-68,34,525
-258,166,563
-133,-7,592
-190,9,559
-269,49,644
-125,-73,606
-148,-77,610
-332,85,668
-260,-45,712
-145,-119,671
-347,52,705
-247,-86,762
-115,-183,705
-319,6,713
-238,-70,791
-58,-230,724
-228,-100,708
-157,-121,757
68,-269,684
-167,-135,658
14,-254,682
159,-376,598
97,-310,535
106,-294,538
178,-385,500
194,-388,414
187,-370,382
174,-345,351
172,-399,319
176,-461,276
167,-425,238
161,-409,213
160,-476,171
153,-507,134
151,-445,117
146,-483,91
144,-535,64
127,-465,52
131,-450,46
135,-507,15
115,-463,2
118,-381,9
123,-432,-8
129,-439,-43
115,-385,-33
112,-300,-23
121,-377,-48
118,-334,-58
96,-200,-43
102,-271,-59
116,-275,-75
83,-112,-57
87,-143,-47
111,-208,-75
93,-117,-72
75,3,-50
80,-32,-49
104,-92,-77
85,-19,-66
67,101,-49
67,76,-49
82,17,-73
89,34,-77
53,155,-53
53,178,-45
57,136,-65
78,127,-72
60,172,-66
44,257,-50
30,287,-35
32,255,-36
46,207,-54
62,186,-62
66,182,-68
60,192,-71
35,224,-65
22,265,-52
20,296,-49
24,282,-48
40,234,-46
51,192,-54
55,181,-70
47,185,-72
37,195,-73
10,221,-64
1,223,-61
-2,232,-57
-2,233,-47
-5,228,-44
-3,227,-45
-7,233,-41
-5,238,-44
-6,230,-36
-5,233,-38
-6,230,-34
1,226,-40
7,223,-36
-3,214,-30
6,214,-37
11,212,-35
11,208,-32
13,203,-37
13,211,-31
14,203,-33
20,199,-29
24,196,-32
28,190,-41
30,191,-32
30,188,-34
35,189,-38
28,187,-34
33,194,-38
27,192,-35
14,200,-35
19,200,-37
10,202,-36
16,204,-35
7,204,-33
15,207,-35
-1,231,-39
6,227,-32
15,226,-35
20,226,-35
25,203,-26
41,203,-30
44,198,-27
43,191,-26
45,189,-24
47,197,-23
16,228,-18
0,251,-10
-26,272,1
-24,281,9
-21,281,12
-11,260,25
-5,258,29
13,233,27
18,222,29
32,221,29
33,225,36
14,234,34
-20,274,46
-32,305,56
-41,313,73
-16,292,92
10,256,101
38,251,95
0,288,108
-48,352,136
-11,327,169
41,281,173
-5,346,200
0,347,243
55,286,248
-33,391,292
56,274,321
5,335,331
-8,355,374
62,258,352
-42,351,408
56,213,409
-75,333,466
23,178,465
-140,293,516
-23,109,495
-195,218,553
-75,28,526
-245,149,598
-109,-39,559
-294,94,637
-132,-99,602
-347,77,676
-151,-128,681
-340,10,687
-208,-119,752
-247,-91,703
-192,-140,785
-131,-190,699
-107,-168,748
-27,-239,664
38,-293,667
110,-329,537
155,-355,516
183,-403,392
169,-370,327
179,-481,255
146,-421,197
170,-531,127
129,-460,93
148,-498,46
119,-469,31
131,-419,-7
118,-440,-20
115,-307,-32
128,-382,-53
120,-278,-59
108,-276,-63
74,-102,-57
123,-167,-74
68,-20,-45
88,41,-63
78,20,-72
31,185,-51
94,130,-69
16,254,-40
63,212,-62
36,206,-45
21,201,-48
25,215,-11
-24,252,4
24,244,38
-48,308,76
27,274,98
-49,360,155
45,304,170
-39,374,237
48,304,247
-21,354,315
53,293,308
-12,314,378
-2,302,365
-2,247,433
-90,329,454
22,175,458
-130,250,538
-122,153,495
-100,58,557
-265,164,570
-110,-49,558
-261,29,661
-251,-39,622
-205,-107,705
-360,52,714
-106,-207,698
-213,-106,713
-195,-160,779
-224,-102,710
-13,-255,714
-161,-145,666
145,-380,627
35,-263,529
190,-385,502
207,-388,383
178,-336,355
193,-421,292
175,-400,234
160,-441,190
165,-481,137
151,-419,108
156,-515,65
138,-441,42
138,-441,39
144,-506,0
129,-409,-6
131,-389,-5
140,-447,-41
130,-376,-44
126,-297,-32
133,-341,-44
123,-349,-66
104,-216,-58
110,-229,-50
125,-288,-78
97,-186,-73
95,-104,-56
100,-148,-59
113,-196,-80
93,-120,-81
82,-1,-55
90,-15,-45
105,-69,-68
94,-65,-79
86,-29,-70
63,94,-54
72,81,-54
82,26,-68
90,15,-82
64,96,-62
42,176,-44
60,149,-53
83,117,-69
44,223,-50
31,267,-33
61,183,-57
59,185,-63
21,280,-43
48,195,-50
42,181,-55
5,231,-23
44,190,-15
3,244,-4
-7,261,39
43,222,44
-26,307,74
10,257,111
-1,303,128
-3,305,179
41,296,188
-40,372,240
53,280,247
-31,361,279
8,304,324
64,281,322
-48,371,365
15,272,383
29,284,382
-48,335,438
60,208,433
-95,342,465
-39,229,494
28,170,468
-139,286,509
-72,155,520
