accX,accY,accZ
-111,-157,566
-119,-131,566
-139,-138,572
-120,-136,562
-167,-144,573
-161,-166,566
-166,-181,546
-163,-148,569
-161,-172,590
-199,-208,610
-204,-225,583
-212,-228,584
-210,-174,587
-228,-162,588
-230,-150,629
-219,-185,618
-188,-203,606
-188,-210,611
-182,-172,609
-147,-116,589
-170,-272,554
-186,-298,549
-168,-285,541
-134,-284,486
-95,-146,464
-111,-176,453
-98,-308,460
-85,-288,429
-100,-221,424
-107,-283,380
-116,-340,397
-115,-272,370
-104,-249,346
-88,-255,337
-85,-269,303
-65,-255,281
-46,-234,248
-38,-285,243
-37,-281,219
-34,-270,190
-8,-270,172
-13,-215,136
-1,-220,133
26,-264,113
56,-185,79
66,-203,48
63,-222,32
57,-181,-29
52,-200,-52
54,-139,-77
38,-140,-62
54,-77,-96
57,-138,-98
87,-62,-101
83,-48,-93
75,-30,-117
97,25,-125
110,-86,-64
124,45,-53
144,-119,-43
137,86,-33
161,-3,6
186,57,-7
171,107,-6
201,105,54
175,60,96
184,172,128
197,101,156
189,158,148
180,116,160
176,115,177
157,186,193
168,200,219
149,240,203
148,221,206
145,208,218
115,204,245
78,223,256
101,201,268
88,195,274
49,183,284
58,212,319
62,174,312
42,158,327
33,156,330
29,143,352
21,134,356
14,116,358
1,115,375
-1,107,390
17,104,395
8,95,425
-2,65,435
4,57,450
0,54,456
-10,11,470
-26,15,505
-21,-7,513
-35,-14,493
-31,-30,511
-49,-34,516
-78,-63,538
-131,-83,542
-152,-99,553
-153,-111,557
-135,-127,590
-202,-82,568
-180,-143,612
-199,-135,622
-183,-166,623
-184,-145,625
-188,-153,613
-157,-152,575
-192,-161,551
-170,-127,528
-197,-100,516
-229,-99,518
-170,-129,545
-122,-152,523
-106,-136,487
-94,-170,463
-99,-144,463
-98,-150,440
-109,-153,428
-85,-182,408
-83,-144,405
-100,-123,394
-121,-159,360
-116,-205,365
-111,-217,353
-89,-207,324
-76,-190,319
-75,-179,315
-85,-197,312
-91,-212,319
-96,-205,322
-93,-207,322
-85,-214,312
-101,-186,285
-95,-219,301
-78,-213,290
-78,-188,292
-61,-203,300
-57,-194,300
-67,-186,295
-74,-208,296
-75,-199,298
-79,-199,307
-87,-221,320
-94,-207,315
-103,-194,299
-102,-220,314
-101,-216,323
-93,-195,319
-77,-240,350
-79,-252,331
-84,-254,343
-98,-228,329
-92,-243,339
-97,-243,339
-93,-247,333
-62,-280,351
-85,-254,351
-77,-253,361
-86,-255,358
-71,-243,352
-97,-264,357
-102,-263,363
-104,-283,370
-112,-269,378
-129,-254,381
-101,-258,375
-105,-274,375
-109,-275,389
-127,-232,397
-109,-237,395
-101,-237,381
-111,-222,394
-116,-235,392
-107,-190,411
-111,-189,417
-133,-178,419
-128,-187,433
-104,-168,432
-98,-175,438
-107,-184,448
-120,-232,471
-120,-233,472
-140,-182,473
-139,-178,488
-167,-235,497
-144,-267,501
-148,-258,494
-162,-225,505
-174,-228,514
-160,-223,502
-162,-229,502
-167,-259,506
-171,-260,509
-171,-247,499
-161,-210,491
-149,-225,496
-144,-275,487
-169,-267,496
-171,-227,502
-176,-225,514
-188,-253,533
-195,-257,537
-201,-242,521
-185,-222,523
-194,-249,535
-104,-246,484
-115,-265,478
-155,-197,495
-162,-187,499
-183,-245,511
-174,-225,499
-185,-257,496
-169,-232,478
-158,-244,467
-130,-232,453
-97,-261,421
-87,-260,393
-97,-242,390
-97,-249,389
-95,-262,375
-88,-238,362
-76,-233,343
-72,-240,335
-74,-254,333
-73,-259,325
-60,-244,296
-52,-247,292
-51,-246,275
-61,-253,265
-58,-250,259
-67,-241,252
-65,-254,248
-60,-258,242
-49,-252,235
-28,-245,217
-20,-260,215
-25,-258,210
-33,-263,210
-26,-244,205
-20,-217,196
-36,-266,193
-14,-274,173
-8,-258,173
-4,-247,163
-6,-254,156
-6,-238,141
-3,-222,134
4,-223,135
12,-211,116
18,-227,107
35,-183,81
31,-216,92
31,-208,82
43,-179,73
50,-191,64
69,-210,39
82,-196,24
79,-165,3
82,-163,-2
85,-199,-7
88,-237,-29
70,-150,-65
70,-149,-58
84,-157,-72
94,-182,-89
94,-139,-102
98,-127,-84
101,-108,-68
99,-110,-88
82,-103,-94
46,-70,-89
48,-61,-85
35,-34,-105
33,-30,-116
33,22,-117
59,38,-95
75,-64,-56
70,-42,-85
78,39,-96
83,59,-75
90,-32,-48
132,-77,-38
134,-39,-69
121,-12,-74
127,63,-86
144,101,-34
140,63,-11
150,28,4
173,77,-8
143,92,-8
131,66,53
165,42,60
168,62,61
172,145,81
173,99,104
195,114,104
175,113,111
183,140,105
189,183,126
182,152,154
172,129,163
168,141,158
176,184,148
164,174,176
152,149,175
149,190,184
144,200,202
135,215,207
131,210,214
95,193,229
102,190,244
107,187,247
92,183,256
65,205,280
59,183,292
65,186,304
62,161,298
65,194,328
48,143,340
39,167,335
24,146,343
30,160,343
27,149,346
12,142,367
7,158,379
10,134,387
6,123,383
1,119,391
-1,120,393
1,142,412
0,108,425
12,100,422
14,82,430
-4,98,440
-2,80,458
-2,63,463
6,44,473
1,36,487
-19,47,510
-23,9,511
-14,9,517
-46,-3,519
-52,-18,522
-61,-18,521
-89,-45,533
-86,-82,547
-108,-93,535
-128,-110,546
-161,-133,566
-148,-142,562
-158,-145,573
-207,-164,592
-211,-203,618
-258,-225,625
-251,-164,609
-249,-186,611
-263,-240,609
-297,-212,623
-263,-228,595
-254,-222,597
-282,-231,595
-204,-224,547
-212,-262,527
-191,-307,480
-129,-259,458
-123,-253,412
-103,-267,407
-103,-287,388
-91,-307,384
-77,-250,328
-59,-261,308
-47,-257,287
-46,-242,239
-14,-264,225
-19,-269,192
9,-207,157
13,-263,138
41,-189,96
59,-221,95
77,-191,43
114,-167,40
111,-174,-15
144,-177,-10
153,-148,-63
130,-168,-73
142,-86,-98
154,-95,-85
152,-51,-116
148,-49,-80
118,87,-113
160,-21,-107
136,14,-73
175,-14,-76
155,70,-61
202,-58,-7
215,74,-55
208,78,37
209,110,18
208,151,81
212,142,103
202,176,122
221,164,135
185,226,165
136,192,187
154,234,205
117,220,251
111,205,276
75,206,297
57,191,335
52,219,324
24,194,370
18,160,380
-3,183,400
-14,140,410
-25,114,421
-33,104,451
-6,95,471
-24,51,470
-29,36,459
-38,20,480
-48,-18,502
-52,-56,532
-80,-80,530
-105,-104,511
-96,-131,529
-142,-162,559
-168,-156,568
-157,-163,581
-195,-175,588
-223,-176,592
-274,-231,634
-264,-183,605
-216,-172,628
-244,-227,605
-236,-230,610
-276,-254,610
-266,-260,602
-244,-221,557
-244,-270,559
-224,-320,572
-206,-232,557
-193,-235,528
-168,-239,497
-178,-289,502
-120,-261,488
-111,-270,473
-84,-299,433
-74,-261,405
-73,-273,392
-89,-314,398
-88,-289,387
-82,-257,375
-74,-270,397
-72,-270,394
-81,-265,402
-68,-283,391
-85,-299,397
-67,-265,383
-81,-228,396
-85,-278,405
-115,-296,425
-101,-356,452
-109,-272,450
-96,-304,445
-116,-289,437
-115,-314,429
-116,-292,424
-110,-270,413
-93,-303,403
-88,-278,392
-93,-261,389
-87,-288,395
-106,-304,410
-110,-308,413
-119,-273,418
-133,-275,419
-117,-322,418
-84,-280,402
-75,-276,396
-95,-299,412
-78,-267,401
-72,-247,402
-90,-218,401
-83,-234,416
-64,-216,409
-58,-220,421
-73,-209,412
-94,-212,419
-83,-202,430
-74,-201,448
-72,-220,441
-69,-195,452
-72,-189,465
