accX,accY,accZ
-37,131,616
-15,195,577
14,232,517
45,273,461
82,295,399
67,319,325
86,305,233
52,291,141
19,270,45
-4,251,-22
-8,221,-86
-1,163,-127
15,96,-147
67,2,-146
115,-102,-133
132,-184,-101
114,-261,-63
98,-276,-16
93,-326,46
142,-337,135
165,-362,243
150,-403,333
45,-425,555
-277,-175,667
-354,-123,714
-313,-132,716
-139,-140,679
-58,-91,676
-44,49,667
-64,136,599
-40,201,523
84,213,466
101,302,416
85,337,321
10,318,196
17,252,60
21,252,-26
0,220,-100
12,142,-136
70,46,-150
76,-30,-128
84,-177,-115
134,-277,-89
94,-330,-4
102,-342,66
142,-384,169
167,-388,288
178,-482,512
-234,-195,685
-265,-203,717
-97,-183,745
-226,-5,726
-137,-70,624
67,34,591
-58,227,550
61,206,446
3,320,441
72,277,314
94,308,221
-19,278,71
53,218,-35
12,230,-99
9,125,-147
73,32,-143
70,-58,-121
121,-192,-110
124,-248,-58
106,-322,0
149,-394,82
171,-354,217
73,-366,423
-219,-213,580
-36,-273,677
-193,-154,790
-351,-29,718
-116,-136,649
29,-63,625
41,60,613
-57,204,549
-39,244,465
55,242,390
125,289,324
110,301,228
33,319,121
-36,278,-1
-9,225,-78
50,158,-131
48,102,-139
39,26,-140
79,-93,-125
84,-160,-80
96,-228,-83
84,-301,-31
95,-317,20
127,-348,106
143,-396,220
138,-446,349
143,-474,592
-347,-311,868
-728,-164,940
-563,-169,844
-429,-255,822
-316,-221,819
-273,-27,771
-309,110,684
-330,228,605
-116,222,494
-70,243,456
-9,259,402
-57,277,283
-70,250,114
-63,228,13
-41,195,-58
-48,140,-90
-57,73,-106
30,-16,-126
84,-87,-100
75,-215,-74
69,-293,-33
80,-344,11
130,-346,94
158,-383,219
168,-400,363
9,-448,708
-551,-344,874
-545,-237,869
-485,-275,859
-723,-180,871
-478,-129,740
-293,-137,704
-215,-58,685
-138,81,658
-214,181,577
-84,238,468
-77,263,370
-48,250,285
-20,202,194
-45,185,81
-53,172,-5
-41,163,-58
-19,116,-87
4,60,-104
30,-11,-109
86,-74,-98
99,-134,-85
100,-191,-78
107,-265,-63
103,-302,-34
91,-348,5
123,-367,46
138,-363,102
140,-340,169
158,-336,249
156,-361,321
65,-352,463
2,-436,607
-412,-260,707
-749,-174,847
-609,-305,952
-614,-247,899
-603,-227,840
-609,-165,790
-507,-206,827
-29,-133,657
-364,-110,692
-168,61,594
-420,123,660
-230,118,647
-158,146,576
-148,221,523
-51,320,435
56,320,398
117,287,310
73,293,248
-19,322,181
-17,299,103
24,260,21
52,222,-48
53,202,-94
49,164,-129
51,108,-143
44,72,-146
68,0,-117
114,-83,-118
110,-174,-112
122,-212,-88
131,-241,-69
117,-272,-31
114,-287,1
139,-306,46
163,-343,104
185,-350,187
181,-340,271
167,-351,372
4,-226,489
-186,-214,650
-129,-213,695
-303,-117,724
-413,-71,759
-208,-151,738
-168,-149,712
-338,-99,705
-247,-56,680
-68,-93,619
-116,-55,610
-216,90,594
-23,94,561
44,92,514
-111,194,510
26,222,488
-130,226,496
-231,227,532
-60,224,478
74,267,310
2,326,269
75,288,207
42,261,133
15,280,97
75,224,23
-2,231,-29
0,245,-45
59,191,-106
8,198,-102
67,134,-142
17,121,-128
83,80,-156
44,48,-134
24,8,-106
5,-34,-86
65,-54,-93
108,-93,-105
95,-85,-82
64,-181,-65
106,-183,-70
92,-221,-59
85,-271,-48
107,-241,-48
91,-325,-17
113,-287,-29
101,-347,3
115,-339,5
113,-335,35
115,-376,69
139,-325,82
146,-381,130
135,-363,152
193,-320,165
181,-351,209
152,-357,259
163,-308,269
159,-311,300
162,-344,338
147,-320,343
146,-283,344
180,-349,370
202,-400,434
214,-410,488
114,-343,508
-16,-227,473
49,-237,461
183,-304,479
219,-429,595
53,-332,662
-263,-148,631
-105,-202,608
148,-278,616
-20,-269,713
-69,-239,723
-334,-118,719
-252,-150,687
-3,-229,703
-126,-208,774
-330,-90,783
-429,-62,748
-293,-129,714
-86,-198,714
-87,-187,726
-83,-187,730
-141,-172,765
-267,-82,782
-291,-67,780
-303,-68,776
-369,-54,774
-807,-206,959
-783,-224,967
-775,-163,974
-675,-285,997
-751,-328,993
-553,-361,1025
-576,-329,1002
-544,-334,992
-65,-206,758
-113,-209,736
-373,-114,730
-397,-108,725
-421,-74,718
-446,-54,727
-450,-52,727
-436,-52,722
-450,-51,728
-401,-76,721
-690,-121,850
-334,-136,722
-404,-87,724
-399,-96,723
-295,-155,727
-155,-190,733
-91,-200,731
-586,-259,929
-542,-415,997
-477,-464,1042
-592,-368,1034
-712,-318,988
-818,-236,945
-810,-222,946
-892,-167,923
-661,-181,839
-589,-251,853
-573,-243,844
-549,-281,848
-578,-271,873
-568,-281,871
-523,-323,909
-589,-226,895
-213,-125,749
-552,-258,903
-229,-119,748
-594,-193,909
-653,-158,900
-701,-156,892
-749,-214,889
-769,-170,876
-792,-147,867
-699,-167,891
-670,-218,907
