accX,accY,accZ
-116,277,374
-180,194,421
-221,149,479
-221,160,514
-233,45,523
-258,-50,594
-322,-52,629
-213,-24,628
-305,-137,654
-277,-218,752
-411,-238,787
-381,-186,713
-393,-311,755
-524,-318,799
-773,-279,781
-674,-360,727
-661,-402,719
-620,-525,778
-653,-565,798
-715,-281,625
-164,-133,327
61,-282,230
261,-238,87
256,-167,35
304,-168,-7
362,-155,-45
370,-182,-69
416,-123,-89
450,-33,-95
441,42,-93
369,93,-96
286,174,-89
186,267,-89
108,296,-70
52,201,-26
2,234,49
-49,266,126
-102,283,203
-100,311,276
-122,310,344
-145,264,397
-148,209,461
-37,108,459
-80,-2,519
-282,-63,639
-402,-96,681
-384,-94,664
-309,-131,689
-334,-220,735
-382,-358,784
-556,-344,812
-770,-336,804
-665,-295,691
-639,-433,724
-621,-577,818
-847,-421,740
-601,-459,623
-344,-347,461
75,-567,405
177,-361,207
256,-301,63
307,-245,12
342,-116,-25
373,-124,-56
423,-88,-81
433,-126,-86
457,-105,-83
470,71,-89
396,208,-95
312,26,-86
234,74,-73
194,205,-82
83,223,-43
31,193,-6
-16,213,61
-42,235,128
-89,250,209
-113,218,297
-174,239,374
-233,240,430
-218,213,434
-208,151,473
-188,64,517
-195,24,552
-193,-92,615
-270,-114,656
-328,-180,717
-400,-252,733
-536,-296,743
-775,-345,789
-847,-433,806
-778,-517,815
-540,-619,747
-277,-637,581
73,-489,337
262,-271,94
317,-188,14
368,-145,-29
414,-136,-59
450,-164,-69
457,-130,-76
386,-39,-76
310,158,-98
201,339,-92
66,250,-47
70,197,-39
-22,211,54
-68,252,156
-134,242,278
-94,234,380
-158,223,424
-253,172,460
-267,50,530
-306,-26,625
-186,-199,704
-306,-148,687
-410,-208,718
-648,-315,790
-531,-447,786
-673,-408,699
-706,-424,679
-401,-546,640
43,-453,337
238,-179,71
308,-237,19
373,-204,-56
425,12,-102
487,81,-106
446,51,-90
389,53,-118
251,225,-105
95,321,-64
59,226,-14
0,229,115
16,234,164
-124,299,286
-162,298,363
-148,283,403
-279,115,527
-242,-25,588
-220,-116,639
-221,-169,689
-454,-115,726
-459,-150,771
-418,-288,819
-493,-314,815
-546,-445,832
-585,-517,813
-626,-523,769
-570,-582,704
-346,-460,539
27,-449,325
242,-286,113
299,-165,27
308,-145,-12
354,-132,-48
401,-105,-67
449,-34,-82
459,46,-91
396,68,-77
297,115,-85
192,364,-91
67,315,-49
-8,194,14
-62,221,109
-48,236,203
-114,252,286
-153,274,358
-202,251,421
-189,82,545
-193,-54,560
-371,-62,666
-255,-246,741
-399,-194,699
-548,-295,806
-604,-287,682
-736,-477,836
-611,-334,587
25,-607,456
61,-314,219
304,-167,23
346,-207,-30
437,-70,-75
479,151,-99
326,128,-87
138,92,-43
-33,194,40
-64,269,157
-109,255,307
-183,156,438
-257,103,540
-354,-25,617
-274,-82,641
