accX,accY,accZ
198,-80,70
206,-164,120
206,-195,199
143,-193,204
15,-286,321
-39,-274,428
-68,-146,529
-170,-206,539
-189,-148,578
-218,-146,648
-224,-30,609
-217,0,533
-201,19,470
-153,70,433
-88,165,367
-39,174,336
17,264,317
31,251,242
90,165,142
29,243,-95
103,49,-251
133,-9,-150
184,124,-102
219,-172,-98
242,-62,144
171,-249,153
138,-206,292
40,-252,301
-28,-258,487
-103,-205,525
-128,-153,630
-168,-175,633
-185,-80,596
-205,22,567
-176,31,470
-121,126,383
-58,217,356
17,253,290
56,266,204
120,87,5
81,96,-216
147,120,-152
227,70,-7
228,-207,120
156,-284,161
74,-268,257
-2,-195,414
-82,-161,566
-129,-182,636
-186,-133,603
-190,-46,568
-153,54,494
-113,97,403
-74,163,363
-18,229,290
36,248,219
42,250,-16
129,118,-113
108,131,-198
167,-105,-106
209,-163,-111
235,-57,44
168,-124,214
80,-267,348
-35,-270,450
-94,-225,524
-138,-129,631
-206,-153,632
-186,-36,578
-118,15,528
-90,78,423
-81,121,383
-38,218,352
9,232,291
58,283,221
81,191,-23
62,163,-110
166,12,-271
177,119,-132
197,-194,-16
209,-237,69
169,-218,160
74,-200,281
-37,-287,440
-98,-211,537
-160,-144,646
-180,-100,652
-156,-77,583
-116,30,474
-92,132,396
-79,175,363
-35,205,313
37,247,240
36,243,87
59,104,-178
78,154,-138
172,89,-177
213,3,-39
278,-92,-36
220,-152,146
191,-165,150
89,-248,261
41,-271,306
-23,-250,419
-95,-258,517
-153,-191,625
-201,-167,646
-200,-152,638
-165,-84,606
-125,10,521
-106,80,449
-89,99,407
-69,143,365
-49,223,344
-37,228,303
31,290,273
50,265,159
83,133,3
119,85,-129
103,88,-124
138,149,-218
226,-9,-219
221,-134,-22
233,-63,122
219,-68,117
159,-237,184
105,-222,275
42,-215,302
-14,-242,376
-70,-203,507
-134,-233,615
-193,-172,671
-210,-142,663
-193,-143,655
-154,-50,592
-114,10,517
-114,64,471
-86,122,400
-59,146,353
-47,195,346
-28,241,317
13,270,288
35,304,246
65,288,114
53,248,-32
65,211,-98
102,122,-142
124,73,-141
155,-3,-119
192,-37,-34
227,-100,27
252,-58,-42
253,-109,35
223,-77,128
168,-145,155
113,-235,178
55,-234,242
11,-270,320
-33,-276,388
-107,-278,494
-158,-275,564
-216,-213,635
-223,-204,634
-204,-166,656
-160,-127,615
-138,-45,600
-98,-40,542
-129,59,505
-97,91,453
-94,127,413
-72,139,368
-36,186,338
-34,264,324
-2,277,299
40,275,251
56,281,161
63,228,29
45,247,-50
108,161,-98
136,94,-206
152,42,-272
164,-12,-199
206,-40,-189
222,-59,-104
251,-88,-50
261,-109,57
249,-103,108
225,-148,145
179,-198,175
135,-210,215
84,-230,250
65,-273,276
31,-260,340
-16,-245,416
-87,-230,500
-175,-205,641
-210,-220,669
-305,-150,685
-353,-142,696
-329,-95,662
-248,-113,647
-258,-68,608
-191,-95,569
-161,-2,526
-184,50,504
-147,41,452
-112,93,411
-124,149,391
-99,199,381
-59,224,377
-20,231,357
-3,274,321
27,276,269
54,256,173
68,239,41
92,174,-40
99,136,-132
127,155,-231
164,100,-238
226,-15,-123
285,-64,-140
296,-10,15
274,-29,94
220,-66,167
157,-137,154
110,-195,194
83,-238,260
31,-306,325
-35,-272,459
-128,-249,609
-238,-205,678
-234,-188,687
-259,-149,671
-208,-95,617
-146,-35,528
-130,37,449
-119,106,399
-87,193,380
-69,243,347
-2,285,289
34,259,153
79,206,11
149,14,-186
155,-8,-229
204,176,-183
275,-74,-131
272,19,27
250,-156,126
179,-134,174
108,-246,256
39,-246,351
-35,-251,473
-214,-181,660
-249,-145,680
-290,-132,677
-204,-84,608
-176,-5,519
-154,60,458
-113,116,389
-85,219,382
-34,264,332
-4,277,246
59,217,93
74,158,-89
113,110,-122
174,96,-202
230,42,-125
280,-3,-71
294,-42,30
276,-132,92
228,-194,131
193,-144,122
143,-163,191
88,-303,254
46,-285,350
-19,-256,443
-123,-214,562
-212,-195,646
-254,-218,682
-256,-155,674
-205,-99,628
-165,-3,529
-122,30,468
-107,105,410
-61,162,372
-51,207,350
-1,288,308
30,278,187
75,188,43
109,150,-169
139,102,-202
172,37,-198
228,41,-151
240,7,-54
255,22,13
246,-83,59
207,-177,94
165,-231,146
118,-272,163
61,-300,237
2,-287,375
-38,-273,483
-117,-273,582
-185,-203,660
-245,-206,668
-271,-177,659
-239,-126,638
-205,-63,577
-155,7,504
-136,50,465
-105,114,410
-101,116,390
-74,175,375
-54,230,358
-19,284,324
8,305,249
53,265,122
84,183,-81
108,122,-170
126,85,-246
182,68,-198
209,-34,-70
268,0,-20
260,-68,93
239,-168,135
168,-170,194
98,-255,233
36,-288,361
-42,-220,454
-191,-194,615
-284,-166,699
-308,-162,704
-226,-138,651
-174,-79,583
-177,-21,522
-163,42,469
-127,79,417
-105,160,392
-45,192,375
-21,250,333
-5,273,273
34,256,132
59,174,-73
128,84,-192
180,-52,-243
194,119,-217
242,96,-144
307,-72,7
302,-163,68
268,-104,100
209,-96,135
177,-186,149
86,-172,247
44,-275,313
-12,-282,456
-144,-241,577
-285,-165,695
-249,-156,698
-251,-109,632
-182,-37,557
-169,47,471
-111,100,409
-90,177,379
-78,225,365
-13,252,312
32,241,207
62,200,83
95,131,-61
81,199,-170
112,171,-150
208,80,-251
216,90,-91
247,75,-29
285,-22,-19
285,-68,78
251,-75,128
218,-169,167
183,-210,171
143,-229,213
90,-243,279
41,-248,359
