accX,accY,accZ
-329,2,586
-315,-8,585
-336,10,595
-339,5,594
-370,22,604
-390,14,606
-410,9,615
-418,-12,620
-413,-35,621
-371,-133,613
-308,-186,588
-242,-122,562
-267,-47,571
-326,-10,591
-399,18,602
-458,35,624
-470,-14,640
-433,-106,642
-376,-182,618
-326,-188,594
-265,-102,571
-276,-52,571
-276,-72,570
-281,-50,572
-296,-30,581
-301,-24,580
-295,-26,581
-266,-62,573
-271,-131,573
-274,-131,578
-293,-165,582
-355,-188,608
-423,-125,635
-441,-99,644
-474,-10,641
-461,32,630
-411,22,614
-350,-3,597
-301,-22,588
-269,-45,577
-243,-100,561
-249,-135,564
-274,-170,573
-304,-174,584
-316,-187,592
-323,-181,596
-326,-183,588
-342,-179,600
-342,-164,599
-335,-176,596
-324,-189,594
-307,-188,586
-299,-194,583
-273,-172,568
-239,-111,558
-242,-120,559
-252,-56,562
-254,-64,568
-251,-73,563
-245,-85,565
-249,-73,566
-264,-53,573
-262,-53,569
-259,-40,573
-247,-81,562
-246,-80,562
-238,-95,563
-240,-114,560
-239,-126,566
-261,-157,569
-285,-181,575
-358,-160,605
-390,-112,620
-410,-55,626
-414,-47,624
-416,2,614
-414,2,610
-385,17,600
-330,-1,585
-309,-7,590
-301,-8,583
-312,-3,587
-316,2,584
-350,14,595
-354,8,592
-400,26,603
-372,22,600
-378,18,600
-332,9,595
-278,-13,579
-225,-53,567
-203,-72,560
-194,-115,559
-203,-132,558
-218,-153,563
-273,-151,590
-290,-125,597
-337,-37,613
-336,-18,611
-328,26,599
-304,35,589
-248,11,579
-199,-14,568
-174,-34,562
-158,-45,555
-148,-64,552
-147,-81,550
-151,-86,548
-151,-91,550
-156,-97,556
-169,-122,560
-191,-130,568
-201,-128,571
-229,-105,585
-274,-18,600
-282,44,595
-256,68,586
-143,21,552
-113,-1,545
-114,-49,542
-142,-73,546
-158,-75,558
-185,-46,567
-198,-18,572
-222,39,573
-230,78,573
-224,101,573
-212,112,569
-209,116,565
-197,113,564
