accX,accY,accZ
18,-64,237
17,-64,239
18,-65,239
18,-64,238
16,-65,239
18,-66,241
19,-66,239
18,-66,243
19,-64,235
19,-65,240
18,-66,243
18,-64,240
19,-65,237
17,-65,239
18,-65,240
19,-66,240
19,-65,240
18,-65,237
19,-64,238
18,-66,241
18,-65,240
18,-64,239
18,-65,240
20,-64,241
19,-65,239
18,-64,238
20,-64,236
17,-65,240
18,-65,242
17,-65,239
17,-64,239
19,-65,241
18,-65,240
18,-64,240
17,-65,239
19,-65,237
17,-65,244
18,-65,242
19,-65,237
18,-64,239
19,-65,240
18,-66,240
19,-65,236
18,-67,243
18,-65,237
17,-64,240
19,-64,237
18,-65,237
19,-65,239
19,-64,237
18,-65,239
16,-64,238
18,-65,241
18,-65,239
16,-65,240
19,-64,239
19,-65,240
18,-65,238
17,-65,242
18,-65,239
18,-65,241
20,-64,240
19,-65,238
18,-64,240
17,-65,240
17,-65,241
17,-65,241
18,-66,242
17,-64,238
18,-65,243
18,-65,240
18,-64,236
18,-67,242
18,-65,243
17,-65,241
18,-65,241
17,-66,241
17,-66,243
17,-64,241
19,-66,241
17,-66,240
18,-64,239
18,-65,241
17,-64,238
19,-65,239
17,-64,238
17,-66,239
17,-64,236
19,-66,242
19,-64,237
18,-65,240
17,-65,242
19,-65,239
17,-64,239
18,-64,239
18,-64,239
19,-66,239
18,-66,241
18,-65,241
18,-64,237
19,-65,241
18,-65,239
17,-65,241
17,-65,240
19,-64,237
16,-66,241
18,-64,238
19,-64,236
18,-64,239
18,-65,239
17,-65,241
18,-65,239
17,-65,239
16,-65,242
19,-66,240
18,-66,241
17,-65,240
18,-66,241
18,-66,242
18,-66,242
17,-63,239
18,-65,241
17,-66,240
18,-64,238
18,-65,239
19,-66,240
17,-65,240
17,-64,238
18,-65,240
18,-65,242
18,-65,239
18,-65,239
17,-65,239
18,-65,242
19,-66,241
18,-65,240
18,-66,243
19,-65,240
18,-65,240
17,-65,241
17,-66,240
18,-66,239
20,-65,241
19,-65,241
18,-65,239
17,-65,239
18,-64,237
19,-65,237
18,-66,243
18,-64,239
16,-67,244
18,-67,244
17,-64,236
17,-64,236
16,-64,237
16,-65,241
16,-63,239
19,-63,237
17,-65,242
19,-65,242
19,-66,241
17,-64,240
17,-66,242
17,-66,238
19,-64,238
17,-66,240
18,-64,235
16,-65,241
17,-65,238
18,-65,242
19,-65,241
17,-67,243
18,-65,238
18,-65,239
19,-65,239
18,-66,242
20,-65,240
18,-65,239
19,-66,239
19,-65,239
18,-65,240
18,-65,240
20,-65,239
19,-66,241
18,-64,237
18,-65,240
17,-64,239
18,-66,242
17,-65,242
