accX,accY,accZ
68,-1,245
70,-2,249
69,-1,245
69,-1,245
69,-2,248
68,0,247
67,-2,247
68,-1,249
68,0,244
69,0,246
68,-1,248
67,0,248
68,-1,247
68,0,247
67,-1,250
68,0,247
67,0,245
67,0,246
67,0,245
67,-1,246
68,-1,246
68,0,243
68,0,243
68,-1,245
68,0,244
67,-1,246
69,1,243
69,0,242
69,0,245
68,-1,246
68,-1,245
68,-1,245
69,-2,247
68,-1,248
68,-1,250
68,-1,247
69,-1,245
68,0,245
68,0,245
68,0,248
68,0,243
68,-1,248
68,-1,248
69,-1,247
69,-1,246
68,0,245
67,1,247
67,0,243
69,-1,245
68,1,244
68,0,246
68,0,248
68,1,245
68,0,247
68,-1,248
67,-2,248
69,0,248
68,-2,247
67,-1,244
67,-1,247
67,-1,245
68,0,248
68,-1,246
67,-1,248
70,-1,244
68,0,245
67,-1,249
67,-2,248
69,-1,248
69,0,247
69,-2,247
69,-1,246
69,-1,247
68,-2,249
68,0,245
67,-1,246
67,-1,248
68,-1,247
68,0,246
68,-1,247
68,0,248
69,0,245
67,0,247
68,0,247
68,-2,248
68,-1,247
67,0,247
69,-1,245
68,-1,248
69,0,246
68,0,245
68,0,246
69,-2,245
69,-2,248
69,-1,247
68,-1,246
69,0,244
68,0,245
67,0,245
67,-1,246
68,-1,246
68,-1,246
68,0,246
69,0,244
69,-1,249
68,0,246
67,0,245
67,-2,251
68,0,247
69,-1,248
67,-2,249
69,1,242
69,0,245
67,0,243
68,0,245
68,-1,247
67,-1,247
69,-1,245
68,0,248
68,0,247
68,-1,246
68,0,248
68,0,244
68,-2,249
69,-1,249
68,-1,246
68,0,247
68,-1,248
68,0,243
69,0,245
67,0,244
67,0,246
69,1,244
67,-1,246
69,1,243
69,1,243
69,0,242
67,0,247
69,-2,248
68,-1,249
68,0,247
67,-2,245
68,1,246
67,0,247
68,-1,245
68,0,248
68,-2,250
68,-1,248
69,-1,247
69,0,245
68,0,245
68,-1,247
69,-1,246
67,1,243
68,0,247
68,-1,246
68,0,245
68,1,245
67,0,246
69,-1,246
68,-1,248
66,-1,249
69,0,245
68,-2,246
69,1,244
69,-1,247
68,-1,247
67,-1,250
69,1,243
68,0,244
68,-2,248
67,-1,248
67,1,246
69,-2,247
69,-1,247
68,-2,247
68,-1,250
69,-1,248
67,-1,246
67,0,245
68,-1,246
69,-1,245
70,-1,245
70,-1,247
68,-1,248
68,-1,246
68,-1,244
68,0,246
69,0,245
68,0,245
68,-1,248
68,0,246
69,0,246
68,-1,248
68,-1,246
68,-1,247
68,0,243
68,0,246
67,-1,248
68,-1,246
67,-1,246
69,-1,245
68,0,245
69,0,247
69,-2,250
67,-1,248
69,0,245
67,-1,248
68,-2,250
68,-1,247
68,-1,249
68,0,243
68,0,245
69,-2,250
68,-1,247
68,-2,248
68,-1,249
67,1,244
67,0,246
68,-2,250
70,-2,247
69,-1,245
71,-2,248
67,-1,245
68,-1,248
69,-1,245
69,0,245
67,0,247
67,0,245
68,0,246
68,0,246
67,0,245
68,-1,246
68,0,247
69,-1,245
68,-1,245
68,-2,250
68,-2,249
69,-1,248
68,0,244
68,0,247
68,0,245
68,0,247
67,1,245
67,1,247
69,-1,247
68,0,248
68,0,246
68,-1,249
68,-1,248
69,0,244
69,0,244
68,-1,247
68,-1,248
67,-2,247
70,0,244
68,0,244
69,0,245
69,-1,246
69,0,246
68,-1,247
67,-2,249
67,0,248
70,-2,248
67,-1,245
68,0,246
68,0,247
68,-1,247
67,0,247
68,-1,247
67,0,248
70,-1,251
68,-1,247
68,-1,247
69,-2,248
67,0,244
69,-3,247
68,0,245
67,-1,248
69,0,244
68,-2,250
68,-1,245
67,-1,248
67,-2,251
68,-2,247
68,-1,248
68,-1,247
68,0,244
68,-1,247
69,0,245
71,-1,246
68,-1,250
70,-2,249
68,1,245
68,0,246
67,-1,247
68,0,245
68,0,246
68,0,249
68,-1,246
68,-1,247
69,0,248
68,1,246
67,0,246
68,0,245
68,1,245
67,0,245
68,-1,248
67,0,244
67,-1,247
68,0,244
68,-1,246
69,-2,248
68,-1,247
69,0,244
68,-1,247
68,2,242
68,1,246
69,0,244
68,0,247
69,-3,252
67,-1,247
68,1,243
67,0,245
69,-1,246
68,-1,244
69,-1,246
67,-2,247
69,-1,247
68,0,246
70,-1,246
68,0,248
68,0,245
68,-1,244
68,0,245
69,0,246
68,0,247
69,-1,250
66,-1,248
68,-1,248
66,-1,248
68,-2,249
67,0,246
68,0,244
68,0,245
68,-1,248
69,0,246
67,-1,248
71,-2,250
67,-1,248
69,0,248
66,-1,247
69,-1,249
68,0,244
68,1,244
68,-1,246
68,0,246
69,-1,248
69,-1,247
68,0,245
69,-1,250
68,-1,245
68,-1,244
68,1,247
68,0,244
68,-1,246
68,-1,247
69,0,247
67,-1,248
68,-1,245
67,0,245
68,0,247
68,-1,248
68,0,247
68,-1,246
68,0,248
67,-1,250
68,-2,249
67,0,247
67,-1,249
68,1,247
67,0,245
69,0,246
69,-1,247
68,1,246
69,0,244
69,1,245
68,0,245
69,1,241
68,0,244
68,0,248
68,-1,247
69,1,242
68,0,248
66,-1,247
67,-1,247
68,-2,251
68,-1,246
67,-1,247
67,-1,248
68,0,249
68,-1,247
68,-2,248
68,-1,247
69,0,248
67,-1,246
69,-1,247
69,-1,248
68,-1,248
68,0,247
68,0,244
67,0,246
68,1,244
68,0,246
69,0,244
69,0,246
68,0,245
68,0,249
