accX,accY,accZ
8,-14,251
8,-16,250
10,-15,250
8,-14,251
9,-15,247
8,-14,247
8,-15,251
10,-15,249
10,-14,248
9,-15,249
8,-15,248
9,-16,250
9,-14,248
9,-13,246
8,-15,249
8,-14,248
8,-15,249
9,-16,251
9,-15,251
8,-15,252
8,-14,249
11,-15,251
10,-15,250
11,-17,254
8,-15,247
9,-15,249
9,-15,249
10,-16,250
10,-15,250
10,-15,249
9,-14,251
10,-15,250
8,-15,250
11,-16,249
10,-16,251
10,-15,250
9,-15,250
9,-14,247
11,-13,246
9,-15,249
9,-15,249
11,-15,250
9,-16,252
8,-14,249
10,-16,251
9,-15,247
8,-16,251
7,-15,250
8,-15,252
7,-14,250
8,-14,249
8,-17,251
8,-12,246
10,-15,250
9,-16,251
9,-16,253
9,-16,249
8,-16,250
8,-15,248
9,-14,250
9,-15,248
8,-14,248
8,-15,251
9,-14,249
9,-16,250
8,-15,250
9,-15,249
10,-15,251
9,-14,250
9,-14,249
8,-14,247
9,-14,246
8,-15,250
9,-15,250
10,-16,252
10,-15,251
9,-15,249
10,-15,249
9,-14,249
8,-15,249
10,-15,249
9,-15,250
9,-15,249
9,-15,248
7,-14,249
8,-16,251
9,-16,250
9,-16,255
10,-14,250
9,-15,250
9,-15,250
10,-16,250
9,-14,250
9,-15,250
9,-14,249
9,-15,251
8,-16,251
7,-14,250
9,-15,251
9,-14,248
8,-15,251
10,-17,251
10,-15,249
9,-15,251
9,-15,250
9,-14,248
10,-17,250
9,-14,249
10,-15,250
9,-14,249
8,-16,251
8,-15,249
9,-15,249
8,-14,249
8,-16,251
10,-16,251
8,-16,252
9,-14,246
10,-16,253
8,-15,249
9,-15,250
8,-16,250
10,-15,250
9,-16,248
9,-15,252
8,-16,251
9,-15,249
7,-16,249
9,-15,250
8,-13,249
10,-15,248
9,-15,249
9,-16,250
9,-16,252
7,-14,248
7,-17,252
9,-15,249
9,-16,250
8,-16,251
8,-15,248
10,-16,252
9,-16,250
9,-15,249
11,-15,250
9,-15,250
10,-15,249
9,-15,250
9,-14,250
8,-14,251
8,-15,250
9,-16,251
9,-16,251
8,-15,247
8,-15,249
10,-16,251
7,-14,248
8,-15,252
9,-14,251
7,-14,250
9,-16,252
9,-14,249
10,-14,246
9,-15,250
8,-16,251
9,-16,251
8,-16,249
10,-14,249
8,-15,252
8,-14,248
10,-15,248
9,-16,252
9,-15,252
10,-16,250
8,-16,252
9,-15,249
8,-16,251
9,-14,247
9,-15,251
8,-14,251
11,-17,250
8,-14,250
10,-14,250
9,-16,250
9,-14,250
10,-16,248
9,-16,250
9,-16,251
8,-15,250
9,-15,249
8,-15,249
10,-15,248
9,-16,249
9,-16,251
9,-16,253
9,-14,247
9,-14,249
9,-16,252
9,-16,252
10,-17,251
7,-14,249
10,-17,250
10,-16,250
10,-16,250
9,-17,254
9,-15,249
9,-15,251
9,-16,254
9,-15,253
8,-15,250
9,-17,251
10,-16,252
7,-14,249
10,-15,253
11,-14,248
10,-15,250
10,-14,247
11,-14,247
10,-16,254
10,-14,247
10,-17,252
9,-15,250
8,-15,251
9,-14,248
9,-15,250
9,-16,252
9,-14,249
10,-15,249
9,-15,248
10,-15,252
9,-16,250
10,-14,248
10,-17,252
11,-16,249
10,-14,246
9,-16,251
10,-17,250
8,-14,249
10,-16,251
9,-16,251
10,-15,251
10,-16,250
12,-16,250
8,-15,251
9,-15,252
9,-15,248
10,-16,251
10,-15,249
10,-16,254
8,-15,250
9,-14,250
11,-14,248
11,-14,250
9,-16,252
9,-17,253
8,-14,248
9,-16,251
6,-13,248
9,-15,252
9,-15,251
8,-15,252
11,-16,250
9,-15,250
9,-15,250
9,-15,252
9,-15,252
8,-16,250
8,-16,253
9,-14,251
9,-15,249
8,-15,253
9,-14,249
10,-16,249
8,-14,251
8,-15,249
9,-15,250
9,-14,246
9,-16,252
9,-15,251
9,-15,251
9,-14,250
9,-17,251
10,-13,248
8,-17,252
9,-14,251
9,-16,249
9,-16,250
10,-15,253
10,-17,253
10,-15,249
9,-15,250
8,-16,254
9,-15,249
8,-14,249
8,-16,253
10,-16,248
8,-15,251
9,-16,254
8,-14,250
8,-15,250
9,-16,251
8,-15,251
10,-14,250
8,-13,249
9,-14,250
9,-15,251
10,-15,248
10,-14,248
8,-15,250
8,-16,252
10,-15,251
10,-15,251
11,-15,253
8,-17,252
9,-15,248
9,-17,252
10,-15,250
9,-13,246
9,-15,251
10,-17,252
9,-15,250
10,-16,251
10,-14,249
8,-14,247
8,-17,252
9,-13,245
9,-14,250
9,-16,251
7,-13,249
8,-16,253
7,-14,249
9,-14,249
9,-15,249
10,-16,249
12,-15,249
9,-16,253
9,-14,245
10,-15,250
10,-14,246
11,-15,252
9,-14,250
10,-14,250
9,-14,247
9,-14,250
7,-14,249
9,-14,251
9,-15,250
9,-15,251
10,-16,251
9,-13,250
9,-15,249
9,-16,250
11,-15,247
9,-17,250
8,-16,253
10,-15,251
10,-14,249
11,-17,253
7,-14,248
10,-15,248
9,-14,250
9,-12,247
9,-17,252
10,-15,250
11,-15,250
8,-15,250
9,-15,249
10,-14,247
9,-16,251
10,-16,249
10,-15,250
7,-15,252
10,-15,248
9,-15,251
9,-15,250
8,-13,247
8,-16,252
9,-13,249
10,-13,250
10,-15,251
8,-15,249
8,-14,250
9,-14,250
9,-16,249
10,-16,252
9,-16,251
10,-16,250
9,-16,251
10,-16,251
9,-15,251
9,-15,251
10,-16,250
11,-15,249
9,-15,250
9,-15,251
8,-15,250
9,-15,248
9,-16,250
8,-16,252
10,-14,247
8,-14,249
10,-17,253
9,-13,246
6,-15,251
8,-16,253
8,-17,254
8,-16,251
10,-17,252
7,-16,250
10,-14,246
9,-16,251
10,-14,247
11,-17,252
10,-15,251
10,-15,247
7,-14,247
11,-15,249
8,-15,251
10,-16,251
10,-15,250
11,-17,251
8,-14,249
10,-15,249
10,-16,250
9,-15,250
8,-14,250
9,-14,249
9,-16,250
8,-14,252
9,-16,251
10,-16,250
9,-17,253
9,-16,252
9,-16,248
9,-15,250
9,-13,247
10,-14,248
9,-15,250
10,-17,253
10,-15,250
7,-15,249
9,-15,250
9,-18,252
8,-14,247
10,-15,250
11,-15,250
9,-15,250
9,-15,251
11,-18,251
10,-15,250
8,-15,248
8,-16,252
7,-16,252
9,-14,250
9,-15,252
10,-14,249
9,-15,250
8,-12,247
9,-15,250
10,-14,249
8,-15,251
10,-15,251
9,-16,250
9,-15,249
9,-14,248
9,-15,252
10,-15,252
10,-13,248
9,-16,253
9,-14,248
9,-16,250
8,-14,249
10,-16,248
8,-15,251
9,-16,251
9,-16,250
9,-16,249
12,-17,251
8,-14,251
6,-16,251
10,-15,249
11,-15,249
10,-14,247
9,-14,249
9,-15,248
10,-16,252
10,-15,250
10,-16,251
9,-14,250
10,-14,248
9,-14,249
10,-15,251
10,-15,249
9,-14,248
8,-14,249
9,-16,251
8,-15,250
10,-15,248
10,-14,249
8,-15,251
