accX,accY,accZ
18,-14,248
18,-14,249
18,-12,248
19,-13,248
17,-13,249
18,-14,251
17,-14,251
18,-13,249
19,-14,249
18,-15,251
18,-13,250
18,-15,251
18,-13,249
19,-14,251
19,-15,249
17,-13,250
18,-13,250
19,-12,247
19,-15,251
17,-13,250
18,-16,253
18,-14,251
17,-13,252
20,-14,251
19,-15,252
17,-15,251
19,-15,250
19,-15,253
20,-15,252
19,-14,250
19,-13,249
18,-13,246
19,-14,249
18,-14,250
19,-14,251
18,-14,249
17,-14,252
18,-13,249
18,-14,252
19,-15,251
17,-14,253
17,-14,252
19,-13,248
19,-14,250
17,-12,250
18,-14,250
19,-13,249
18,-15,254
17,-12,250
18,-13,251
17,-14,251
17,-15,252
20,-12,247
20,-15,252
19,-17,254
20,-13,252
18,-14,249
18,-13,249
16,-14,251
17,-14,251
17,-13,249
17,-14,252
17,-15,251
17,-14,250
18,-15,255
17,-14,250
19,-15,254
19,-14,249
18,-14,250
19,-14,250
19,-14,249
20,-15,248
17,-13,251
19,-13,250
18,-14,249
18,-14,252
19,-15,251
18,-12,249
17,-14,251
17,-13,251
18,-13,250
18,-13,250
19,-13,249
18,-13,248
17,-13,250
18,-13,248
18,-14,250
18,-14,253
19,-12,247
19,-12,248
16,-13,249
18,-13,251
19,-15,252
19,-15,252
17,-13,252
18,-14,254
18,-13,249
20,-14,248
19,-14,249
19,-15,253
19,-13,250
20,-13,248
19,-14,252
18,-14,250
19,-13,250
19,-13,249
19,-13,247
17,-12,249
19,-12,250
17,-13,249
17,-15,250
16,-13,250
18,-14,250
18,-14,251
18,-13,250
19,-13,249
17,-14,250
18,-13,249
17,-13,250
17,-12,250
17,-13,252
19,-13,248
17,-14,253
19,-15,252
19,-13,251
19,-13,249
17,-13,251
18,-13,250
18,-14,252
19,-14,249
17,-15,253
18,-13,250
20,-15,252
18,-12,246
19,-13,249
18,-14,249
18,-14,251
19,-13,250
17,-14,252
17,-13,252
19,-12,251
18,-14,251
17,-11,248
18,-13,249
18,-14,249
19,-13,249
19,-14,250
19,-14,247
19,-14,251
18,-13,252
19,-13,249
18,-14,251
19,-14,251
18,-13,252
17,-13,250
18,-12,249
19,-14,252
17,-13,251
19,-16,253
18,-13,250
18,-13,249
19,-13,251
17,-14,251
18,-13,251
18,-14,249
19,-14,250
18,-15,252
20,-16,253
19,-14,251
17,-13,250
19,-13,250
18,-12,249
