accX,accY,accZ
21,39,251
19,39,250
22,39,252
21,39,250
20,39,253
20,39,251
19,40,250
20,38,251
20,38,255
20,39,251
21,41,249
19,38,253
21,39,253
20,39,250
18,39,254
20,40,254
21,36,258
21,41,246
22,40,250
22,38,254
19,39,255
19,37,255
22,41,250
19,39,254
21,40,247
22,38,252
20,39,252
20,40,251
21,37,255
19,38,253
21,37,253
21,39,252
20,39,252
21,39,249
18,39,253
21,40,249
20,39,251
21,39,251
18,38,251
21,38,252
20,41,250
20,39,251
21,39,250
21,39,248
18,40,249
21,39,251
20,38,255
19,38,252
21,39,254
21,38,253
20,39,250
19,38,251
19,41,250
21,39,250
20,36,255
20,38,251
20,38,249
19,39,251
20,38,252
20,38,252
19,40,251
21,37,252
20,38,254
20,39,253
19,38,250
20,38,254
20,38,253
20,39,250
21,40,251
20,38,252
20,38,252
21,39,251
20,38,251
19,37,254
19,40,251
19,39,254
21,40,248
22,41,247
19,39,254
18,38,255
19,40,250
19,37,251
21,39,250
20,38,252
21,39,253
20,39,252
20,38,252
20,38,254
19,38,251
19,38,252
19,38,255
21,38,253
21,40,251
20,40,250
21,39,250
20,39,251
22,38,251
19,39,252
19,39,253
21,39,251
19,39,250
21,37,252
20,37,254
21,38,252
20,38,253
20,39,253
20,40,252
21,39,251
21,39,252
20,37,251
20,40,252
20,40,252
20,38,252
19,38,254
19,38,253
19,40,252
20,41,250
20,40,252
20,39,251
21,39,252
19,39,253
20,38,252
21,38,253
18,40,252
20,39,250
21,38,252
20,39,253
20,39,250
19,38,254
19,38,251
20,39,251
20,39,250
20,39,253
20,38,253
19,40,250
21,39,251
19,39,251
21,39,252
20,38,253
21,39,251
21,39,252
21,40,250
20,40,249
21,39,250
19,40,250
21,39,252
20,39,252
20,41,250
19,39,252
20,42,247
21,38,252
19,37,250
19,39,251
22,39,250
19,38,252
20,39,251
18,39,253
19,39,252
24,39,250
20,39,252
18,37,258
19,37,256
20,39,252
20,40,250
21,40,249
20,38,253
20,37,255
20,38,253
21,39,254
20,38,253
20,40,252
20,40,250
19,38,253
17,39,252
21,40,249
21,39,251
20,39,250
22,38,251
19,39,250
20,40,251
20,41,248
21,39,252
21,37,256
18,38,253
19,42,246
18,39,252
19,40,252
18,39,251
20,40,250
19,40,249
19,40,250
18,38,252
20,39,251
20,39,250
18,39,251
22,40,248
18,39,252
19,38,252
19,38,253
18,40,251
19,40,250
20,39,250
21,39,251
20,39,252
19,38,253
19,38,253
20,39,252
20,39,251
19,39,251
19,38,251
21,39,248
21,39,252
21,38,253
21,38,253
20,39,251
20,40,252
21,39,250
18,39,252
19,38,253
21,40,251
19,38,252
18,39,253
21,38,253
20,38,254
21,37,252
20,40,251
19,39,253
19,40,251
20,37,253
22,39,249
22,39,251
20,39,250
20,39,249
20,39,251
19,38,253
21,39,249
20,38,254
21,38,252
21,40,249
19,39,252
21,37,251
21,39,253
21,38,252
20,39,251
20,39,251
19,39,251
21,39,250
21,39,251
20,38,253
20,39,254
20,38,252
17,39,255
21,38,251
20,38,252
19,39,249
20,40,251
20,40,250
20,41,247
19,37,254
23,38,255
17,38,251
20,39,251
21,39,252
19,40,252
20,40,248
21,40,249
20,40,251
18,37,254
19,40,252
20,40,250
20,40,248
21,39,250
19,40,249
19,38,253
20,39,250
19,40,248
20,38,251
20,41,248
20,37,254
20,40,253
20,40,249
21,40,249
21,39,251
20,38,252
18,39,253
20,40,250
21,37,254
18,40,252
19,38,251
19,38,252
21,39,249
19,38,252
20,39,252
21,39,250
21,40,251
21,38,251
20,40,250
21,40,250
21,38,254
19,38,253
20,38,253
20,37,253
20,39,251
21,38,253
20,39,251
22,37,252
20,38,250
20,38,254
19,38,253
21,41,248
20,38,254
21,38,253
20,39,253
20,39,250
21,38,251
20,39,252
21,40,249
20,40,251
20,39,250
20,37,253
21,38,251
19,40,249
21,40,250
20,40,251
20,38,254
21,39,252
20,40,252
19,40,252
21,36,255
19,39,252
21,41,247
21,39,254
21,39,252
20,39,251
20,40,249
21,40,249
19,40,251
20,39,253
20,39,252
20,38,252
19,37,255
20,41,250
20,39,251
21,39,252
20,38,253
20,37,254
19,37,253
21,40,249
18,39,252
21,39,250
21,39,252
19,40,250
20,39,252
20,40,251
20,39,251
20,39,251
18,40,252
21,38,252
21,40,250
20,40,251
20,40,250
20,38,251
19,39,250
21,40,251
23,40,247
20,38,252
21,39,249
22,38,252
22,39,252
19,40,251
20,40,246
19,39,250
19,39,254
17,41,250
20,37,254
20,40,251
20,38,251
20,38,253
20,40,251
22,38,252
19,40,251
21,38,251
20,38,252
21,39,252
20,38,254
21,38,251
