accX,accY,accZ
16,46,252
17,46,251
16,47,251
14,48,250
17,48,248
17,47,251
16,46,251
18,48,248
17,46,250
15,48,251
16,48,251
17,48,248
18,47,250
17,49,250
17,48,250
16,48,251
16,48,248
17,47,250
17,49,250
16,48,250
15,48,249
16,47,250
16,49,247
16,47,253
16,48,251
15,49,251
16,48,248
15,48,249
17,45,253
16,46,254
17,49,252
18,48,251
18,47,248
15,49,249
16,48,252
15,50,250
16,47,251
17,47,249
17,49,247
17,47,252
16,49,247
17,48,251
15,48,252
16,47,251
15,49,248
16,47,250
16,47,248
16,49,249
16,49,249
17,49,248
17,48,248
16,47,251
16,47,250
15,49,251
17,48,251
17,48,249
15,49,250
18,47,249
16,47,251
17,47,252
16,47,252
16,48,251
15,48,251
16,48,249
18,47,248
15,50,248
17,47,251
18,48,249
15,47,250
17,48,252
16,49,250
16,48,249
17,47,249
16,47,253
17,48,251
16,47,250
17,49,247
16,49,249
18,47,252
15,48,251
17,48,251
16,48,252
17,47,252
16,48,250
16,48,250
16,48,250
17,48,251
17,48,250
16,47,250
15,47,251
17,47,249
17,47,253
15,49,248
16,48,249
16,48,252
17,47,252
16,49,250
15,48,249
17,47,249
16,49,249
17,47,250
16,49,249
16,46,253
15,47,249
16,47,251
16,47,251
17,49,249
17,47,252
16,47,250
15,48,251
16,49,249
17,47,251
17,47,250
15,47,253
16,49,248
16,48,251
17,47,252
16,48,249
16,47,251
16,47,251
15,49,247
16,47,251
16,49,247
16,48,251
17,49,249
16,47,250
16,47,251
17,48,250
15,47,253
17,47,251
16,49,250
16,50,250
15,49,247
17,48,249
16,47,251
16,49,248
15,48,249
17,48,249
14,48,251
16,48,248
16,49,247
16,49,250
17,47,254
15,48,251
17,48,248
17,47,248
17,47,250
15,49,249
16,47,251
15,47,252
16,47,251
17,48,249
17,48,250
16,48,251
17,49,248
16,48,252
17,47,251
18,48,250
15,48,249
16,47,252
15,46,252
16,48,251
17,48,249
16,47,250
17,47,252
16,49,247
17,48,249
15,47,253
15,48,250
15,46,254
16,48,248
15,48,249
16,46,250
17,47,251
17,47,251
16,48,248
18,47,250
17,48,249
16,48,250
16,46,251
16,49,249
17,49,249
16,46,251
15,49,249
16,48,249
16,49,248
17,48,249
17,48,250
16,48,249
18,48,249
16,47,253
17,47,250
15,47,252
17,47,251
17,49,249
16,49,250
17,47,251
17,48,250
15,48,252
16,48,251
15,47,251
17,48,249
17,48,250
17,48,250
15,48,252
17,47,253
17,47,252
16,47,251
16,46,252
15,48,248
15,50,251
17,47,251
16,49,249
17,48,250
16,49,246
17,48,251
17,48,252
17,47,253
15,49,249
17,48,251
18,48,249
18,48,250
17,48,250
16,49,248
15,47,251
16,47,253
17,48,250
18,48,248
16,49,248
15,47,250
18,47,250
16,48,252
15,48,250
15,48,248
17,48,248
16,49,247
16,46,254
16,48,248
16,46,251
14,47,251
16,48,250
18,49,247
19,47,250
19,48,251
20,46,249
16,48,249
16,49,248
16,50,249
18,48,251
16,50,245
17,46,251
15,45,257
