accX,accY,accZ
13,-14,247
14,-14,251
14,-14,250
15,-15,250
14,-15,249
14,-13,246
14,-15,250
13,-14,250
13,-15,250
15,-14,246
14,-15,253
15,-14,250
14,-14,249
16,-14,249
14,-15,249
14,-15,250
15,-15,252
15,-14,247
14,-15,250
14,-14,251
14,-14,250
14,-15,251
15,-15,250
15,-16,249
16,-14,247
15,-15,255
15,-14,248
12,-13,248
15,-14,249
15,-14,248
13,-13,246
16,-13,245
14,-14,248
14,-14,250
14,-15,251
14,-14,248
14,-13,250
13,-15,253
15,-14,246
14,-15,248
15,-14,250
13,-15,248
16,-15,248
14,-14,250
14,-14,250
13,-15,248
14,-14,249
15,-16,250
13,-15,249
14,-15,253
14,-15,251
14,-15,252
14,-15,251
14,-13,251
15,-14,249
16,-15,251
14,-15,247
14,-14,248
14,-13,246
15,-14,251
13,-14,251
13,-14,252
14,-13,247
13,-13,250
14,-12,247
14,-14,248
15,-14,251
14,-16,253
13,-14,249
15,-14,249
14,-15,250
14,-15,251
15,-14,247
16,-15,250
15,-15,251
15,-14,249
16,-15,248
15,-14,249
14,-14,248
13,-14,249
14,-14,249
13,-14,251
13,-15,248
14,-14,250
14,-15,252
14,-13,247
14,-15,251
15,-13,248
14,-15,250
13,-15,250
15,-15,250
13,-13,248
15,-13,249
15,-16,251
15,-13,247
14,-13,250
14,-15,252
14,-15,250
15,-15,250
16,-12,246
14,-15,251
14,-14,251
14,-14,250
13,-13,248
14,-14,249
14,-13,247
15,-14,248
15,-14,248
14,-15,249
15,-13,249
15,-14,247
15,-15,250
14,-14,248
15,-14,248
15,-16,251
14,-13,250
14,-14,248
14,-14,250
14,-14,249
15,-13,251
14,-15,250
14,-15,250
15,-13,245
14,-16,249
15,-15,248
14,-14,250
15,-16,253
15,-15,251
13,-15,248
13,-14,250
14,-14,248
14,-15,252
14,-16,251
15,-14,249
15,-14,248
14,-15,250
14,-14,246
13,-15,251
14,-13,251
16,-16,250
14,-15,250
16,-15,249
14,-16,251
