accX,accY,accZ
15,52,248
17,51,249
16,52,248
17,50,251
15,50,250
16,50,250
16,51,249
16,50,249
17,50,250
15,49,252
16,50,252
16,52,247
15,49,252
17,51,248
15,52,250
16,50,250
15,51,250
16,51,248
17,51,251
15,49,252
17,49,252
16,50,250
16,51,251
18,48,253
16,50,251
15,49,253
16,51,250
16,52,250
16,50,250
16,50,251
13,50,250
16,50,250
16,49,253
16,49,253
16,51,248
15,53,247
15,52,249
16,51,248
17,51,250
19,50,250
15,51,249
17,50,250
15,49,253
13,50,253
16,51,249
15,50,252
15,50,253
15,49,252
17,50,250
14,52,247
16,49,250
16,51,251
16,51,251
14,52,249
16,51,248
16,50,252
15,51,251
16,51,251
15,50,251
16,50,251
16,51,251
16,50,250
16,50,249
16,52,249
14,52,248
16,51,250
17,50,250
18,50,251
16,50,251
17,50,251
17,49,253
17,50,250
18,51,249
15,51,251
16,51,250
15,50,252
15,52,250
14,50,251
16,52,246
17,49,249
16,50,247
15,50,253
16,51,251
15,49,252
16,50,249
15,50,250
17,52,246
16,51,250
17,50,251
17,50,251
16,50,251
17,52,248
16,49,251
16,52,247
16,51,248
15,50,251
15,51,250
16,52,247
15,51,252
16,51,248
16,50,251
17,49,250
16,51,246
15,50,252
16,51,250
15,53,247
15,49,252
16,50,251
17,50,252
16,51,252
15,50,252
15,49,254
17,50,251
16,52,247
16,49,254
15,50,251
15,50,251
16,51,251
17,50,251
16,51,248
16,52,251
16,51,251
15,50,250
16,53,245
15,51,249
15,50,250
16,50,249
17,50,250
17,50,249
16,51,247
15,51,249
17,47,254
15,51,250
15,49,251
16,51,247
17,50,249
15,51,250
15,50,251
18,50,249
16,47,254
17,50,252
17,50,251
16,48,254
16,52,249
16,50,250
14,51,251
18,49,249
17,50,252
17,51,249
18,51,250
16,51,251
15,51,249
15,50,252
17,51,249
16,49,251
15,50,249
16,51,250
16,50,250
17,52,248
16,50,253
16,49,252
15,50,251
16,52,248
16,50,252
15,52,247
14,50,253
15,50,251
17,51,251
15,51,253
16,50,253
17,50,250
16,51,250
15,52,249
16,50,250
17,52,247
15,50,250
17,50,249
15,51,250
17,49,250
16,50,249
15,51,252
15,51,252
17,51,249
16,50,250
16,49,251
16,51,248
16,51,250
16,50,252
17,49,251
17,49,249
15,49,252
16,50,252
15,50,250
16,52,247
16,49,251
15,51,250
15,51,252
16,51,251
17,52,248
16,50,250
17,49,251
15,50,248
15,51,248
17,50,247
16,50,250
16,50,249
15,51,250
17,51,248
15,50,251
16,50,251
17,50,250
15,50,250
16,51,248
16,51,250
17,51,249
16,51,251
16,50,253
16,51,250
16,51,250
17,50,250
16,51,249
16,50,251
17,50,249
14,51,250
17,50,248
17,50,249
16,51,251
17,49,252
16,50,252
15,49,251
14,51,249
16,50,252
17,51,247
17,50,249
15,50,250
16,51,248
16,49,251
15,50,250
15,50,251
17,51,252
17,49,252
16,51,249
15,50,253
16,50,251
16,50,251
16,49,251
17,50,250
16,52,248
16,51,250
17,51,249
16,50,251
17,51,247
16,51,250
16,50,251
16,50,252
15,50,251
16,51,249
16,50,253
16,52,250
15,50,250
15,51,252
16,51,250
16,50,251
16,50,252
16,51,250
18,52,248
17,51,249
18,50,249
16,52,251
16,51,250
16,50,251
18,51,250
15,50,249
17,49,252
16,50,251
15,51,249
16,51,251
15,50,251
16,51,248
16,50,252
16,50,250
16,50,250
16,50,250
16,50,250
17,50,250
15,51,252
16,52,250
16,50,249
17,51,248
16,51,250
17,50,250
15,50,251
16,51,249
14,52,251
16,52,250
16,50,251
15,50,248
16,48,253
17,50,252
16,50,250
17,50,249
16,51,250
14,51,252
15,52,248
15,50,250
16,50,250
15,50,251
16,50,249
17,49,251
18,49,250
17,50,248
17,50,251
16,52,249
16,51,250
16,51,247
16,50,251
15,51,249
16,51,248
17,49,251
16,49,252
17,51,248
16,50,251
17,50,250
16,51,251
16,50,250
16,49,251
14,51,251
15,51,249
16,51,251
16,51,249
17,50,249
16,51,250
15,52,251
16,50,252
17,50,251
16,51,250
16,50,249
16,50,250
16,52,248
17,50,250
16,49,250
16,50,250
16,52,247
15,50,249
16,52,251
16,52,250
16,50,250
15,50,250
16,50,251
15,50,250
16,51,250
16,51,250
16,51,249
16,51,252
16,51,250
17,51,250
16,51,249
15,51,249
17,48,251
16,50,250
16,50,251
17,51,251
15,51,249
16,50,250
16,51,248
16,51,249
15,49,252
15,52,247
16,50,250
17,49,252
15,50,249
15,50,251
16,50,247
17,49,250
14,52,248
17,51,250
17,50,251
15,51,249
18,50,251
14,50,252
17,50,251
16,50,251
15,51,250
17,49,251
15,52,249
17,49,250
18,50,251
16,49,252
18,50,251
15,52,249
16,49,250
15,51,251
16,50,252
16,50,251
16,50,249
16,50,250
16,51,251
15,51,249
15,50,251
17,51,249
16,50,250
16,50,250
17,51,248
17,50,250
16,50,252
17,50,251
15,51,249
17,50,250
16,49,253
16,50,250
17,50,252
16,51,249
16,50,249
16,51,249
16,50,252
16,51,249
16,49,248
15,51,251
16,50,250
16,51,249
16,51,250
17,50,249
16,50,250
16,52,248
17,50,253
16,51,248
16,51,249
16,50,248
16,50,251
16,50,250
15,49,250
17,51,247
15,51,251
16,50,249
15,50,251
15,50,251
14,52,249
16,50,249
17,50,250
16,51,250
15,51,250
17,51,247
15,50,249
18,50,250
17,51,248
17,50,249
16,51,249
16,50,251
16,51,249
16,49,252
16,50,250
16,50,251
15,51,251
16,51,248
14,51,250
16,49,252
17,49,253
16,50,250
15,51,251
16,50,251
18,50,251
16,50,249
16,51,249
15,50,249
16,52,249
16,52,251
16,51,249
17,50,250
16,51,248
17,53,246
17,50,249
18,50,249
16,50,252
17,52,247
17,51,249
16,52,248
16,51,250
16,49,250
16,52,248
16,51,250
16,51,249
15,52,249
18,49,251
16,50,249
16,51,250
17,49,251
15,50,251
16,51,251
16,51,249
16,51,250
16,50,253
16,50,250
16,50,253
14,50,253
16,52,248
16,50,250
16,51,249
16,51,250
15,50,250
