accX,accY,accZ
6,-57,247
116,-90,259
5,-45,259
139,-76,241
50,-18,217
53,-79,275
124,-23,213
-3,-35,239
105,-78,242
63,-24,225
35,-69,255
133,-41,213
2,-27,245
113,-65,247
71,-29,216
35,-70,272
130,-51,213
-1,-31,240
79,-74,256
119,-24,211
7,-37,241
107,-83,243
70,-17,212
16,-70,270
142,-60,231
37,-9,222
30,-63,261
127,-50,228
31,-30,229
36,-75,262
123,-53,215
18,-19,225
58,-72,270
137,-70,217
23,-28,235
53,-76,268
21,-28,225
61,-66,264
139,-44,220
18,-33,227
57,-66,265
122,-48,215
26,-32,231
50,-74,266
140,-72,215
33,-22,245
71,-82,264
132,-53,210
19,-18,237
65,-79,271
129,-57,212
27,-20,239
52,-75,273
134,-59,215
48,-19,238
29,-72,266
133,-77,236
72,-17,225
27,-70,273
138,-64,229
37,-18,222
44,-68,268
142,-57,213
6,-9,239
75,-72,265
103,-44,204
-2,-38,255
116,-83,257
71,-31,207
6,-51,265
54,-14,222
29,-68,267
138,-63,217
21,-23,241
64,-69,261
116,-54,211
6,-39,257
91,-75,251
99,-33,210
5,-51,257
139,-78,241
46,-27,218
48,-65,263
135,-32,219
-3,-44,246
120,-73,249
55,-13,221
30,-61,262
138,-50,209
6,-37,240
91,-79,253
79,-35,201
23,-67,276
135,-42,228
10,-28,234
73,-69,251
101,-22,215
11,-58,266
146,-69,230
27,-21,241
67,-84,274
114,-48,209
-1,-45,264
94,-25,217
10,-57,263
131,-56,221
-1,-24,239
96,-80,259
78,-46,203
21,-61,277
127,-42,214
10,-35,232
104,-62,244
49,-7,222
52,-79,272
109,-48,219
3,-46,257
129,-71,235
36,-14,220
66,-67,265
95,-32,204
15,-54,267
133,-49,214
13,-41,231
110,-73,253
61,-15,224
47,-80,276
115,-41,202
12,-42,258
117,-63,235
46,-32,226
63,-77,270
114,-32,216
0,-43,253
119,-69,228
34,-9,225
38,-69,260
24,-22,224
65,-84,265
114,-38,226
-5,-35,246
102,-62,239
80,-20,220
13,-53,258
132,-80,242
72,-14,220
12,-59,256
116,-71,240
80,-17,213
2,-48,246
73,-68,262
123,-57,223
64,-30,219
2,-46,262
68,-77,256
117,-49,222
70,-15,222
14,-52,254
79,-71,271
140,-46,233
78,-38,204
1,-44,244
45,-76,266
130,-79,235
110,-27,216
18,-36,236
35,-66,271
111,-59,235
102,-41,210
22,-20,233
133,-42,225
66,-27,210
14,-40,255
78,-69,255
131,-60,220
28,-18,234
36,-66,259
118,-67,245
110,-17,217
17,-29,237
25,-62,264
123,-70,245
96,-32,211
1,-23,241
59,-69,262
140,-69,230
74,-23,220
1,-47,245
64,-78,265
144,-55,234
68,-27,210
8,-44,256
71,-76,258
137,-53,218
34,-21,232
21,-71,267
114,-74,234
113,-18,218
19,-36,239
37,-61,265
146,-58,236
69,-25,211
4,-29,256
76,-77,253
6,-32,240
50,-63,271
135,-63,229
76,-36,209
-1,-32,245
71,-73,261
131,-65,219
39,-12,224
28,-73,267
131,-79,237
61,-23,216
18,-53,265
145,-68,240
27,-35,217
59,-68,265
112,-31,220
1,-39,262
139,-70,229
24,-28,225
102,-79,255
45,-2,224
67,-75,266
102,-38,206
26,-64,271
120,-23,211
-3,-68,262
138,-44,211
8,-39,260
152,-44,225
-4,-61,254
125,-62,224
16,-28,249
132,-73,238
21,-34,236
119,-27,202
22,-64,275
124,-38,215
16,-50,260
