accX,accY,accZ
74,-57,234
-45,-81,261
13,-79,221
76,-19,255
-54,-75,254
18,-54,217
60,-38,262
-38,-107,241
45,-41,222
38,-77,253
-60,-93,248
47,-76,213
19,-65,264
-51,-89,237
67,-29,228
15,-49,262
-32,-83,225
80,-32,234
10,-87,245
-39,-78,230
76,-68,221
-20,-65,264
-31,-79,225
80,-31,246
-16,-66,265
70,-67,218
-14,-58,265
-31,-79,234
91,-25,236
6,-49,262
-19,-78,227
79,-28,237
8,-90,240
-57,-86,237
59,-69,215
22,-62,261
-63,-78,238
59,-54,229
13,-57,262
-34,-88,225
78,-34,240
1,-85,241
-57,-89,237
51,-74,209
31,-37,253
-56,-74,248
63,-39,222
42,-40,265
-47,-111,232
67,-39,229
14,-84,253
-24,-68,224
88,-58,238
-56,-84,256
21,-58,205
58,-27,259
-58,-88,241
75,-38,230
-33,-80,236
69,-72,235
-43,-86,256
4,-72,215
59,-42,257
-52,-92,257
48,-43,222
7,-53,266
-17,-81,222
82,-40,252
-27,-108,249
18,-49,220
34,-67,257
-43,-81,228
79,-55,233
-46,-92,256
62,-61,207
-13,-80,266
13,-66,212
30,-62,263
-24,-66,222
61,-43,260
-47,-77,236
71,-37,242
-40,-91,257
53,-36,218
-24,-82,264
39,-44,210
19,-57,267
7,-49,211
47,-55,262
-19,-64,217
73,-40,267
39,-71,217
-20,-89,266
50,-54,207
-39,-89,263
56,-55,211
-31,-101,254
60,-52,221
-41,-95,245
65,-51,234
-36,-87,236
58,-62,251
-32,-68,230
40,-71,262
-6,-57,217
23,-80,263
19,-48,216
0,-101,251
30,-45,215
-12,-106,254
48,-45,222
-37,-109,242
62,-39,232
-32,-107,253
70,-37,253
-36,-88,231
63,-45,267
-2,-56,213
19,-66,271
29,-37,211
-35,-87,259
60,-44,240
-31,-88,237
60,-41,259
58,-43,221
-32,-109,249
71,-35,253
-32,-89,231
61,-48,264
-21,-70,221
52,-37,270
-6,-61,217
46,-52,267
-1,-51,217
52,-53,264
0,-64,216
46,-45,269
-7,-64,215
44,-45,270
-7,-63,219
43,-47,270
-12,-65,216
48,-44,271
-18,-66,216
66,-34,270
-27,-76,224
61,-50,264
-28,-85,223
79,-30,254
-37,-103,245
69,-34,234
-20,-107,256
27,-45,212
34,-83,258
-56,-81,235
72,-65,212
1,-53,262
-32,-75,233
-14,-113,248
-11,-69,230
70,-55,243
-59,-81,251
48,-60,204
35,-43,260
-56,-85,235
73,-33,233
8,-52,268
-28,-80,218
81,-34,232
14,-86,249
-43,-79,232
79,-59,216
-9,-52,259
-31,-76,231
81,-38,247
-37,-75,260
13,-40,205
66,-37,262
-47,-104,231
71,-41,236
-7,-97,248
-12,-71,232
65,-61,247
-50,-92,252
54,-65,205
-17,-74,270
-5,-66,216
68,-28,259
-57,-82,251
50,-39,224
11,-54,266
61,-61,223
-37,-91,266
18,-62,204
37,-40,270
-45,-82,237
75,-34,246
-50,-85,261
49,-44,219
20,-51,269
-4,-72,222
78,-27,258
-41,-103,237
52,-49,233
14,-80,253
-20,-62,222
61,-59,238
-55,-90,249
73,-59,217
-28,-91,267
18,-66,210
23,-68,265
-25,-67,224
68,-37,262
-57,-82,244
77,-32,235
-41,-82,258
40,-41,215
-2,-79,272
-2,-46,211
43,-61,269
-21,-74,225
68,-47,270
-41,-100,230
4,-58,267
2,-71,225
38,-46,265
-33,-73,232
60,-45,267
-40,-87,244
83,-28,251
-47,-83,245
70,-41,238
-44,-100,256
66,-36,221
-43,-85,249
72,-30,225
-33,-80,261
45,-46,218
-23,-90,266
43,-42,215
2,-82,268
43,-46,214
7,-59,266
4,-51,216
25,-60,275
12,-51,210
39,-69,272
-2,-69,226
73,-32,268
-24,-85,222
75,-30,258
-37,-100,235
74,-37,238
-39,-112,247
44,-52,225
-7,-111,250
80,-33,255
-44,-88,257
74,-30,228
-46,-85,258
41,-45,222
-13,-94,273
39,-41,210
3,-69,272
9,-50,216
24,-69,274
-11,-68,219
61,-37,267
-47,-99,226
71,-42,247
-30,-119,247
