accX,accY,accZ
-33,-85,278
71,-67,239
33,-33,209
74,-77,247
29,-33,205
-43,-89,274
57,-80,251
52,-20,203
-43,-60,258
32,-84,263
63,-37,205
-40,-71,238
10,-90,269
91,-36,218
-19,-45,232
-21,-100,278
94,-54,234
8,-27,213
-53,-88,273
76,-81,253
35,-35,205
-60,-91,265
70,-91,254
47,-27,205
-66,-78,258
53,-83,262
76,-27,205
-59,-65,249
20,-103,273
80,-43,212
-53,-61,241
10,-85,277
108,-44,221
-26,-41,218
-21,-102,286
83,-60,224
-1,-48,220
-30,-107,286
-17,-47,220
-23,-104,284
86,-62,221
-17,-39,218
-13,-109,280
92,-31,220
-47,-60,239
9,-109,276
78,-19,199
-55,-85,260
34,-99,254
52,-34,206
-42,-91,285
78,-57,223
-22,-58,233
2,-105,271
59,-16,192
-40,-93,281
84,-63,225
-18,-56,239
21,-98,281
57,-27,193
-42,-94,286
72,-55,234
3,-39,225
-16,-102,282
89,-37,205
-38,-60,255
21,-81,260
68,-10,190
-49,-74,256
23,-84,266
74,-22,200
-39,-66,253
74,-16,197
-37,-64,256
24,-94,276
83,-43,206
-31,-68,241
-15,-104,280
85,-25,204
-16,-40,228
-16,-91,281
90,-47,225
-3,-34,216
-24,-102,285
96,-47,217
-32,-51,231
-4,-112,284
82,-28,205
-61,-78,264
55,-90,258
32,-20,205
-46,-101,282
92,-55,229
-31,-61,234
30,-94,277
56,-28,203
-49,-84,277
89,-65,235
-38,-55,232
22,-92,268
65,-13,196
-50,-94,273
75,-76,248
14,-29,206
-25,-101,278
95,-39,221
-7,-103,281
82,-40,207
-49,-65,250
37,-84,267
52,-29,205
-52,-87,266
79,-78,245
38,-27,208
-59,-94,276
76,-79,246
38,-25,200
-50,-87,273
89,-70,246
19,-24,215
-53,-93,272
88,-65,230
-12,-42,222
-9,-90,279
93,-34,213
-54,-63,243
35,-93,272
71,-23,208
-62,-76,262
51,-85,258
57,-24,199
-55,-91,274
76,-73,243
21,-23,211
-45,-104,283
86,-61,231
-13,-43,224
-14,-91,279
87,-29,208
-46,-51,224
88,-34,213
-46,-70,238
11,-103,278
83,-26,207
-65,-85,266
59,-88,263
41,-33,201
-56,-90,266
86,-75,240
30,-20,207
-46,-87,279
82,-60,227
-13,-45,220
-12,-84,276
89,-39,217
-65,-63,237
44,-86,272
61,-15,198
